title,uuid,tags,links,last_mod_dt,word_count
B-The Tao of Travel,['202207091440'],"['#ENGL463', '#travel', '#book', '#philosophy', '#definition', '#definition', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202207091440]]', '[[201901211401]]', '[[202107181309]]', '[[202207080744]]', '[[202004211222]]', '[[202207091521]]', '[[202207091521]]', '[[202105180855]]', '[[202207091536]]', '[[202207160757]]', '[[202210241732]]', '[[202210241741]]', '[[202207091836]]', '[[202207091656]]', '[[202206211042]]', '[[202301020943]]', '[[202209271717]]', '[[202208310751]]', '[[202210241734]]', '[[202209271209]]', '[[202207160757]]', '[[202208181930]]', '[[202208181933]]', '[[202211160622]]', '[[202209101959]]', '[[202106082050]]', '[[202208180950]]', '[[202211272042]]', '[[202207281740]]']",Mon Jan 02 09:43:38 2023,3314
Types Of Truth In Writing,['201911281034'],"['#writing', '#skill']","['[[201911281026]]', '[[201911281034]]']",Wed Aug 19 06:50:05 2020,177
Zenrin Kushu,['202008211723'],"['#a2', '#quotes', '#blogging', '#writing.', '#beautiful-language', '#craftsmanship']","['[[202008211723]]', '[[202005111752]]', '[[202212030646]]', '[[202010300749]]', '[[202010300734]]', '[[202105110741]]', '[[202011250902]]', '[[202010292117]]']",Sat Dec 03 06:46:22 2022,4422
Perceiver of the perceptions,['201901040617'],['#stoicism'],"['[[201901040617]]', '[[201901021303]]', '[[202203031429]]', '[[202009061358]]', '[[201902041012]]', '[[202203232032]]', '[[201907062014]]']",Sat Nov 12 06:13:07 2022,203
B-Native Stranger,['202211101934'],"['#book', '#ENGL463', '#beautiful-language']","['[[202211101934]]', '[[202211171957]]']",Tue Nov 22 21:11:47 2022,1080
Knowing where to stand doubles impact,['202203201456'],"['#mental-models', '#writing']","['[[202203201456]]', '[[202110241005]]', '[[202009061802]]', '[[202009090743]]', '[[202011190711]]']",Tue Sep 20 20:46:14 2022,140
"B-First, You Write A Sentence",['202012092105'],"['#writing', '#flash', '#book', '#skill', '#editing-tool', '#beautiful-language', '#definition', '#beautiful-language']","['[[202012092105]]', '[[202303131644]]', '[[202105170752]]', '[[202106080737]]', '[[202012182049]]', '[[202012182043]]', '[[202101221930]]', '[[202012182057]]', '[[202012182103]]', '[[202012192019]]', '[[202012192024]]', '[[202101051728]]', '[[202101051744]]', '[[202103131957]]', '[[202105100605]]', '[[202105091639]]', '[[202012261545]]', '[[202202101023]]', '[[202105130804]]', '[[202105130803]]', '[[202105122032]]', '[[202302281758]]', '[[202301132104]]', '[[202105040806]]', '[[202012231002]]', '[[201903041559]]', '[[202204282122]]', '[[202103131751]]', '[[202103111214]]', '[[202101051715]]', '[[202012132034]]']",Tue Mar 14 08:50:59 2023,3592
"T-December 15, 2020",['202012150546'],"['#mule', '#wisdom-nugget']","['[[202012150546]]', '[[202103260838]]']",Sun Nov 06 08:36:32 2022,100
BO-Find freedom through investigation and close analysis,['201904230512'],['#slogans'],"['[[201903020514]]', '[[201903290503]]', '[[201904120530]]', '[[201904240458]]', '[[201904230512]]']",Tue Jun 09 06:08:55 2020,331
"C-ENGL473 April 22, 2021",['202104212102'],['#ENGL473'],"['[[202104212102]]', '[[202012212010]]', '[[202104162020]]']",Tue Jan 24 19:01:06 2023,358
S-Guy Tal,['202102262224'],"['#photography', '#creativity', '#sub-hub']","['[[202102262224]]', '[[202011220805]]', '[[202011182015]]', '[[202011191955]]', '[[202002120924]]', '[[202207201958]]']",Sat Nov 26 18:02:07 2022,75
Tell A Good Story,['202008152047'],"['#writing', '#environmental']","['[[202008152047]]', '[[202008171814]]']",Mon Aug 15 07:06:26 2022,114
Dunning-Kruger Effect - Unskilled and Unaware of It,['202212140944'],"['#mental-models', '#thinking']","['[[202212140944]]', '[[202212131634]]', '[[201910281718]]', '[[202003040653]]', '[[202111260749]]', '[[202210121715]]', '[[201910281924]]', '[[202205080742]]']",Wed Dec 21 08:03:33 2022,251
Types of Zettelkasten content,['201902051854'],[],"['[[201902051854]]', '[[202101061151]]', '[[201902051141]]']",Sun Dec 11 08:17:39 2022,182
Insights Through Writing,['202006290716'],[],"['[[202006290716]]', '[[202301092043]]', '[[202006071524]]', '[[202006280835]]', '[[201910151039]]', '[[201902141904]]', '[[201903010555]]', '[[202011021405]]']",Tue Jan 10 08:41:38 2023,151
A-Werner Herzog talks books,['201902241205'],"['#reading-strategies,', '#writing,', '#sauntering', '#article']","['[[201902091432]]', '[[202105091639]]', '[[201902241205]]']",Thu Feb 24 08:30:17 2022,81
"T-December 14, 2020",['202012140725'],['#mule'],"['[[202012140725]]', '[[201902051904]]']",Mon Mar 08 16:27:17 2021,239
Haiku In English Prose,['202002211200'],"['#writing', '#wild-at-heart', '#ENGL393']","['[[202002211200]]', '[[202105122032]]', '[[202105201745]]']",Sat Dec 24 17:29:30 2022,92
«Deep Think Retreat Prompts»,['202208111514'],['#mule'],"['[[202208111514]]', '[[202206190653]]', '[[202011190711]]', '[[202205250813]]']",Sun Dec 25 05:57:08 2022,98
Outlining Process Using Slides,['202301171816'],"['#outline', '#writing-tip']","['[[202301171816]]', '[[202101012100]]', '[[202012281423]]']",Sun Jan 29 20:38:46 2023,300
Inter and Intra Application Linking,['202110221102'],"['#zettelkasting', '#keyboard_maestro', '#2do']",['[[202110221102]]'],Sat Oct 22 06:12:30 2022,171
Identify unwholesome emotions,['201903191706'],['#zen'],['[[201903191706]]'],Sun Dec 04 08:09:56 2022,62
B-The Lovers,['202206281951'],"['#book', '#writing', '#flash', '#writing-spark']","['[[202206281951]]', '[[202205291111]]', '[[202207052043]]']",Wed Dec 28 08:42:55 2022,382
Markdown for Pandoc Conversion to Slides,['202303091717'],"['#mule', '#writing', '#keyboard_maestro', '#producing-slide-shows-with-pandoc)']","['[[202303091717]]', '[[202303071109]]', '[[202201160932]]']",Sun Mar 12 08:49:43 2023,591
Forgetting Can Be Good for Learning,['202301110923'],['#memory-work-load'],"['[[202301110923]]', '[[202204301205]]', '[[202203152107]]', '[[202301110921]]']",Tue Jan 17 17:56:03 2023,172
Luhmann's Numbering System,['202003250754'],['#zettelkasting'],"['[[202003250754]]', '[[202008220529]]']",Fri Mar 25 20:39:35 2022,86
"C-January 28, 2020",['202001290949'],['#writing'],"['[[202001291000]]', '[[202001271110]]', '[[202001291018]]', '[[202001290949]]', '[[202001161029]]']",Sun May 03 15:30:33 2020,197
"T-February 8, 2021",['202102080533'],['#mule'],['[[202102080533]]'],Tue Feb 08 09:29:46 2022,119
Transient Hypofrontality,['202203181626'],"['#mind-science', '#cognition']","['[[202203181626]]', '[[202203182001]]']",Wed Mar 23 18:26:32 2022,154
Activities Of Life,['202104132238'],"['#ENGL473', '#thinking-skills']","['[[202104132238]]', '[[202012231620]]', '[[202102100614]]', '[[202104101054]]', '[[201904260449]]']",Wed Apr 14 15:33:06 2021,106
McCrea Place Fiction History Novella,['202104071607'],"['#writing', '#Tipton']","['[[202104071607]]', '[[202005051541]]', '[[202003241606]]']",Sat Apr 16 15:29:53 2022,114
Receptive modes of meditation,['201903191719'],['#zen'],"['[[202012051631]]', '[[201904041120]]', '[[201903191719]]']",Sun Dec 04 08:10:13 2022,126
Average Per Day,['202207290826'],"['#code-snippet', '#python']","['[[202207290826]]', '[[202008011415]]']",Thu Feb 23 09:46:39 2023,89
Writing outline,['202002091633'],['#outline'],"['[[202109291617]]', '[[202002091633]]', '[[202007050655]]', '[[202008281755]]', '[[202101141638]]', '[[202105040806]]']",Wed Jul 13 08:51:03 2022,164
Password Generator,['202208010843'],"['#code-snippet', '#python']",['[[202208010843]]'],Tue Aug 02 11:21:31 2022,27
Katrina Death Reporting,['202009210907'],['#mental-models'],"['[[202009210907]]', '[[201902110737]]', '[[201912291047]]', '[[202009241145]]']",Wed Jul 13 08:51:03 2022,200
B-Alta California,['202208112005'],"['#book', '#ENGL463', '#flora-fauna', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202208112005]]', '[[202005191029]]', '[[202005191029]]', '[[202208132032]]', '[[202209192004]]', '[[202207302024]]', '[[202210271126]]', '[[202210131924]]', '[[202210142037]]']",Thu Dec 01 13:36:48 2022,5875
B-Antifragile,['202010200553'],"['#mental-models', '#book']","['[[202010200553]]', '[[202212292053]]', '[[202105100555]]', '[[202210061946]]', '[[202008111342]]', '[[202009020611]]', '[[202009071351]]', '[[202010192102]]', '[[201903100511]]', '[[202005060856]]', '[[202007202002]]', '[[201812271440]]']",Sun Jan 01 09:34:14 2023,183
Ultramarine by Raymond Carver,['202212180923'],['#poetry'],"['[[202212180923]]', '[[202101311639]]', '[[202212180918]]', '[[202212191735]]', '[[201907120702]]', '[[202105130836]]']",Mon Dec 19 17:53:35 2022,435
Metacognitive Processes of Study,['202112292040'],[],"['[[202112292040]]', '[[202112071702]]']",Thu Aug 11 15:49:40 2022,66
Slow Vs Fast Reflexes And Thinking,['202001091639'],[],"['[[202001091639]]', '[[201811250734]]', '[[202001082035]]', '[[201904121017]]', '[[202105172053]]']",Tue May 18 17:21:05 2021,85
Natural World And Human Dynamics,['202008292018'],['#skill'],"['[[202008292018]]', '[[202301200536]]', '[[202009151956]]', '[[202205021704]]']",Sun Jan 22 15:05:51 2023,242
A-Books Don't Transfer Knowledge,['202005242035'],['#article'],"['[[202003061934]]', '[[202208190944]]', '[[202005242035]]', '[[202005242030]]', '[[202005241715]]']",Mon Dec 12 19:26:12 2022,243
The Experience of Awe,['202208051631'],"['#personal-productivity', '#philosophy', '#article', '#beautiful-language']","['[[202208051631]]', '[[201905100924]]', '[[202208050921]]', '[[202208051616]]', '[[201812311732]]']",Sun Feb 05 09:50:10 2023,240
Narrative Fallacy,['201901031026'],"['#mental-models,', '#thinking-skills']","['[[201901031026]]', '[[201812271440]]']",Mon Jan 16 08:59:58 2023,36
Cause and effect,['201905300856'],['#zen'],"['[[201905300840]]', '[[202104301622]]', '[[202301110813]]', '[[201905300856]]']",Tue Jan 17 10:54:50 2023,115
Zettel UUID And Title Separation Using Sed,['202106071646'],['#coding'],"['[[202106071646]]', '[[202106011603]]', '[[202106011603]]']",Thu Jan 19 11:35:49 2023,88
Silence is luxurious,['201904300927'],['#beautiful-language'],"['[[201905231402]]', '[[201905311044]]', '[[202204200734]]', '[[201904300927]]']",Thu Oct 20 07:19:49 2022,89
Alone On My Bicycle,['202103231533'],"['#poetry', '#ENGL473']","['[[202103231533]]', '[[202108020749]]', '[[202104231023]]']",Tue Dec 20 08:17:48 2022,212
We should use relative wake-up times,['202101061130'],['#philosophy'],"['[[202101061130]]', '[[202101080839]]', '[[202101061131]]', '[[202212292053]]', '[[202006032035]]']",Tue Jan 24 09:06:10 2023,187
Too Soon To Say,['202009211958'],['#zen'],"['[[202009211958]]', '[[202302191828]]', '[[201904100507]]']",Sun Feb 19 20:10:13 2023,310
Ted Biringer's review of Philosophical Meditations,['201903141910'],"['#reading-strategies,', '#zen,', '#uji,', '#literature']","['[[201903141236]]', '[[202112191728]]', '[[201903141910]]', '[[201905310722]]', '[[201901211137]]']",Sun Dec 25 07:16:48 2022,770
Chained comparisons,['202203211649'],['#python'],"['[[202203211649]]', '[[202208021235]]', '[[202110102104]]']",Thu Oct 27 08:43:25 2022,103
Confronting the Deadly Arithmetic of Compassion,['202205170739'],"['#scale', '#compassion']","['[[202205170739]]', '[[201912291042]]']",Thu May 19 17:15:47 2022,113
Sentence Structures,['202001231755'],"['#writing', '#skill']","['[[202001231747]]', '[[202012261545]]', '[[202012132034]]', '[[202001212048]]', '[[201911281112]]', '[[202001231755]]', '[[201902191200]]', '[[202012192019]]', '[[202105121638]]']",Sun Mar 12 09:10:16 2023,83
"Finding All ""Phrase Links""",['202108312057'],"['#coding', '#regex', '#Comment_12768']",['[[202108312057]]'],Fri Feb 03 09:09:29 2023,110
"C-JAMM328 March 22, 2022",['202203211634'],"['#JAMM328', '#environmental']","['[[202203211634]]', '[[202203230939]]', '[[202203231527]]']",Sat Dec 10 06:24:30 2022,204
Idea Collision v2,[],[],"['[[201905310722]]', '[[202007261527]]', '[[202007202019]]', '[[201907120702]]', '[[201910151039]]', '[[201906251617]]', '[[201906131609]]', '[[201906060702]]', '[[201905300856]]', '[[201905300819]]', '[[201905281052]]', '[[201905241507]]', '[[201905061137]]', '[[201904201302]]', '[[202104070754]]', '[[202010270732]]', '[[202009070839]]', '[[202008171612]]', '[[202008131123]]', '[[202004231000]]', '[[202003262054]]', '[[202002120928]]', '[[201912240900]]', '[[201912120932]]', '[[201907160721]]', '[[201907062014]]', '[[201906241735]]', '[[201906161757]]', '[[201905311044]]', '[[201905310716]]', '[[201905300840]]', '[[201905290728]]', '[[201905261640]]', '[[201905251741]]', '[[201905231402]]', '[[201905171128]]', '[[201905061709]]', '[[201905061651]]', '[[201905061647]]', '[[201905061208]]', '[[201904271203]]', '[[201904271127]]', '[[201904271120]]', '[[201904201420]]', '[[201904201412]]', '[[201904201404]]', '[[201904091449]]', '[[201904010459]]', '[[201903230512]]', '[[201903151643]]', '[[201903100511]]', '[[201903020514]]', '[[201902251014]]', '[[202011281647]]', '[[202011260846]]', '[[202010270743]]', '[[202010261930]]', '[[202010182027]]', '[[202009071402]]', '[[202009061706]]', '[[202008171814]]', '[[202008171545]]', '[[202008131153]]', '[[202008130926]]', '[[202008122117]]', '[[202008122057]]', '[[202008120651]]', '[[202008112103]]', '[[202008011519]]', '[[202007311413]]', '[[202007241516]]', '[[202007230826]]', '[[202007202000]]', '[[202007201813]]', '[[202006300707]]', '[[202006282004]]', '[[202006231649]]', '[[202006051950]]', '[[202002090742]]', '[[202001142049]]', '[[202001021645]]', '[[201912251036]]', '[[201912190546]]', '[[201910021727]]', '[[201908050518]]', '[[201907160744]]', '[[201907120718]]', '[[201906241744]]', '[[201906241626]]', '[[201906161734]]', '[[201906161634]]', '[[201906161616]]', '[[201906131603]]', '[[201906070800]]', '[[201906051944]]', '[[201905311100]]', '[[201905281036]]', '[[201905280607]]', '[[201905280551]]', '[[201905272114]]', '[[201905231415]]', '[[201905231329]]', '[[201905121657]]', '[[201905100750]]', '[[201905061157]]', '[[201905061147]]', '[[201905061131]]', '[[201905022005]]', '[[201904300959]]', '[[201904300927]]', '[[201904271137]]', '[[201904271115]]', '[[201904222011]]', '[[201904201441]]', '[[201904201424]]', '[[201904201356]]', '[[201904201350]]', '[[201904131124]]', '[[201904100507]]', '[[201904090744]]', '[[201904041103]]', '[[201904041053]]', '[[201903200647]]', '[[201903141910]]', '[[201903140603]]', '[[201903101304]]', '[[201903081523]]', '[[201903050446]]', '[[201902250810]]', '[[201902031947]]', '[[201901040617]]']",Fri Feb 17 19:36:32 2023,733
Anchoring Effect,['202003040643'],"['#mind-science', '#mental-models']","['[[201908050457]]', '[[202011110626]]', '[[202003040643]]']",Sat Feb 27 05:30:15 2021,31
See the mind vividly,['202010270805'],['#dzogchen'],"['[[202010270805]]', '[[202105130808]]', '[[202010270743]]', '[[202009061358]]', '[[202010261930]]', '[[201901301240]]']",Fri May 14 07:14:02 2021,304
B-Early Morning: Remembering My Father,['202103072028'],"['#book', '#ENGL473', '#silence', '#solitude', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202103072028]]', '[[202012212010]]', '[[202103220742]]', '[[202103221602]]', '[[202103231608]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202103220742]]', '[[202004201151]]', '[[202001021621]]', '[[201902280516]]', '[[202103221602]]']",Thu Mar 09 17:35:46 2023,2557
First Critical Paper ENGL473,['202103050813'],['#ENGL473'],"['[[202103050813]]', '[[202204111804]]', '[[202103302100]]', '[[202104231023]]', '[[202101232137]]']",Wed Jul 13 08:51:03 2022,1937
Expectation,['201812161711'],[],"['[[201812161711]]', '[[201811231013]]', '[[201901070606]]']",Wed Oct 20 05:06:05 2021,52
A-Tagging in Personal Knowledge Management Systems,['201901231854'],"['#article', '#zettelkasting']","['[[201901231854]]', '[[201901231834]]', '[[201901231953]]', '[[201901231908]]', '[[201901231926]]', '[[201901231938]]', '[[201901231930]]', '[[201901231915]]', '[[201901231920]]', '[[201901231902]]', '[[201901231951]]', '[[201901231857]]', '[[201901231854]]', '[[202002011055]]']",Fri Oct 01 05:47:39 2021,86
Pre-desk Elements,['202005030812'],[],"['[[202005030812]]', '[[202005030743]]', '[[202006270641]]']",Thu Feb 23 09:43:42 2023,68
Tracking egoic sleepwalking,['201911271751'],['#blog-post'],"['[[201911201422]]', '[[202001212055]]', '[[201911201654]]', '[[201911271321]]', '[[201911271751]]']",Sat Jun 19 04:47:50 2021,374
Seven Fiction Writing Sins,['202107131719'],['#writing'],"['[[202107131719]]', '[[202210181211]]', '[[202105040811]]', '[[202004170905]]']",Mon Nov 14 08:18:33 2022,711
Bookography 2022,['202205291111'],"['#meta-reading', '#list', '#bookography']","['[[202205291111]]', '[[201901211137]]', '[[202112231507]]', '[[202201100854]]', '[[202012132034]]', '[[202202071130]]', '[[202201301612]]', '[[202203031429]]', '[[202203171941]]', '[[202205031432]]', '[[202205281509]]', '[[202205271644]]', '[[202206082103]]', '[[202205311624]]', '[[202206152136]]', '[[202206211042]]', '[[202206251631]]', '[[202206281951]]', '[[202206222000]]', '[[202207021957]]', '[[202206251726]]', '[[202207091440]]', '[[202206251726]]', '[[202207302024]]', '[[202207231714]]', '[[202208112005]]', '[[202210061946]]', '[[202210252017]]', '[[202210181211]]', '[[202211061027]]', '[[202211101934]]', '[[202211181707]]', '[[202207081949]]', '[[202211241225]]', '[[202210121705]]']",Sat Jan 21 20:21:54 2023,759
"OV-April 23, 2020",['202004231445'],"['#wild-at-heart', '#writing', '#skill']","['[[202001221635]]', '[[202004231445]]', '[[202003020839]]']",Thu Dec 30 20:04:40 2021,140
We Are Spun By Our Story,['202007311413'],['#beautiful-language!'],"['[[202007311413]]', '[[202301081245]]', '[[202209080827]]', '[[202106110921]]', '[[202203182003]]', '[[202007311327]]', '[[201911232037]]', '[[201901031447]]', '[[202009141201]]', '[[202009122057]]', '[[202011021405]]']",Thu Feb 02 10:33:56 2023,236
